topic,term,beta
2,granola,1.5369429903231918e-4
3,granola,9.525334939738893e-5
4,granola,9.987531654510738e-5
1,toddler,4.115968758415307e-5
2,toddler,5.307865542520362e-5
3,toddler,4.574681582687654e-5
4,toddler,1.4900990608954084e-6
1,asparagus,1.3570711144748342e-4
2,asparagus,1.656690310328369e-4
3,asparagus,1.303231713286005e-4
4,asparagus,1.0204708868199658e-4
1,loaf,1.0857855370595934e-4
2,loaf,3.0980166757313055e-5
3,loaf,7.817601934665728e-5
4,loaf,7.248905513700891e-5
1,links,3.184220775311829e-5
2,links,4.861341326417504e-5
3,links,5.614908879451701e-5
4,links,4.9655828818281765e-5
1,split,3.409900980422902e-4
2,split,4.135507031083218e-4
3,split,7.460475273692831e-4
4,split,3.1285295835407776e-4
1,pate,4.120879672850868e-5
2,pate,2.480510972752806e-5
3,pate,9.647942899562007e-5
4,pate,2.1629614577515702e-5
1,tenders,5.786382212736031e-5
2,tenders,5.521520502933877e-5
3,tenders,1.0743322790737911e-4
4,tenders,5.831816762428975e-5
1,olive,9.203350016154509e-5
2,olive,3.8467934522613763e-4
3,olive,1.2657156802051966e-4
4,olive,1.7961072539035654e-5
1,wasabi,1.173780997288202e-6
2,wasabi,4.8357865641586296e-5
3,wasabi,2.300136658488902e-5
4,wasabi,4.8219910861533694e-05
1,pastries,4.6919210965009993e-4
2,pastries,2.7736005745999763e-4
3,pastries,4.6702740484143377e-4
4,pastries,2.636007176206733e-4
1,cucumber,4.567422413195711e-5
2,cucumber,2.84634729435765e-4
3,cucumber,1.0476321703367407e-4
4,cucumber,1.2175375552282746e-4
1,horseradish,1.5086240811942086e-4
2,horseradish,1.604416659482012e-5
3,horseradish,6.962620400636101e-5
4,horseradish,9.215048438693099e-5
1,school,3.7191980432840213e-4
2,school,1.5210216754515645e-4
3,school,1.1233531393101393e-4
4,school,5.029995555960304e-4
1,punch,4.563365097605022e-5
2,punch,2.1809115321997337e-4
3,punch,4.7870888629855986e-5
4,punch,1.349298324284446e-4
1,sorghum,1.0166767600180576e-5
2,sorghum,7.400764026247926e-6
3,sorghum,8.910589194699443e-6
4,sorghum,2.647359347361436e-6
1,ravioli,5.6472275965780024e-5
2,ravioli,4.9413976148789224e-5
3,ravioli,8.459904941285371e-5
4,ravioli,1.748038653427112e-4
1,broth,2.757644432286778e-5
2,broth,1.314359514835411e-4
3,broth,2.3966322720204888e-4
4,broth,1.4246432585172196e-4
1,dairy,8.230835651682078e-5
2,dairy,5.6511037446132e-5
3,dairy,1.3490313241310565e-4
4,dairy,8.104675166023207e-5
1,peach,2.744598079731677e-4
2,peach,9.06254851411343e-5
3,peach,6.926524963980478e-5
4,peach,1.2628494936359978e-4
1,breast,4.93144773199726e-5
2,breast,1.4891444199962824e-4
3,breast,1.4789614637785912e-4
4,breast,2.679585016430757e-4
1,frog,3.0319838649302628e-5
2,frog,1.1609727848867084e-5
3,frog,1.2339697331737742e-05
4,frog,2.2712729062499318e-5
1,shell,1.350421695340478e-4
2,shell,4.365368741596885e-5
3,shell,3.168070223382265e-4
4,shell,1.1721966240684379e-4
1,blend,2.4432612984607145e-4
2,blend,2.8140357045096376e-4
3,blend,3.124522496816128e-5
4,blend,5.8896815093584824e-5
1,basil,4.0084181230450004e-5
2,basil,1.305912474398072e-4
3,basil,2.7117601014021574e-4
4,basil,2.1169336234309915e-4
1,croissants,9.087430703698823e-5
2,croissants,4.7375337377603664e-5
3,croissants,1.1203803464172281e-4
4,croissants,6.283897614733359e-5
1,edamame,1.0434807656127477e-5
2,edamame,1.2129972668834953e-5
3,edamame,3.964481933850237e-5
4,edamame,2.623648302282804e-5
1,vanilla,1.223698573451881e-4
2,vanilla,2.0645538861025837e-4
3,vanilla,5.841425419090461e-4
4,vanilla,2.2323255952914344e-4
1,lettuce,6.913180355680544e-4
2,lettuce,3.492417397945975e-4
3,lettuce,9.771665341405436e-6
4,lettuce,3.6128052486012597e-4
1,celery,4.867464138321899e-5
2,celery,2.8321949383999366e-5
3,celery,1.7153305577305393e-5
4,celery,1.212822870592134e-4
1,beverage,5.168721988481084e-5
2,beverage,1.5362493504118496e-4
3,beverage,2.1689432381742782e-4
4,beverage,1.5535071378041824e-4
1,spaghetti,9.540327742409002e-5
2,spaghetti,2.2133943620879473e-5
3,spaghetti,5.816257039982802e-5
4,spaghetti,1.5726808448161754e-4
1,protein,1.8232532006280427e-5
2,protein,1.6653455820845643e-4
3,protein,6.0018148485760485e-5
4,protein,1.5493593960001978e-4
1,parsley,3.6789126952760993e-6
2,parsley,6.239597282940319e-5
3,parsley,4.2114148648493e-5
4,parsley,1.2534503694058863e-5
1,beet,7.185053778364216e-5
2,beet,1.1018869072878986e-4
3,beet,1.9427122461233932e-4
4,beet,7.42022467619522e-5
1,peppers,7.619255893388847e-4
2,peppers,5.228833459549507e-4
3,peppers,4.301343271484031e-6
4,peppers,2.368657732633077e-4
1,dill,5.5587819745312966e-5
2,dill,6.223901825794148e-5
3,dill,9.378610952333994e-5
4,dill,4.2242836317364055e-5
1,vegetables,2.978994160983356e-4
2,vegetables,2.920628405017974e-4
3,vegetables,3.270275327545599e-4
4,vegetables,4.6258538134646446e-5
1,eggnog,1.0731808194427529e-5
2,eggnog,8.265128884037066e-7
3,eggnog,1.0255518188721549e-5
4,eggnog,4.1869721830825445e-6
1,creamy,1.3345625610809958e-4
2,creamy,7.208124487049295e-4
3,creamy,7.122606310660763e-4
4,creamy,5.419630646315405e-4
1,cranberry,6.775614738836995e-5
2,cranberry,6.679837479686906e-6
3,cranberry,1.4895252668046562e-4
4,cranberry,7.93420817312974e-5
1,stuffing,9.753332347030133e-5
2,stuffing,1.0271764243992506e-5
3,stuffing,9.46899937919039e-5
4,stuffing,4.087891362363456e-5
1,jams,1.9939271397897764e-5
2,jams,1.6121952432836128e-5
3,jams,1.1679299022786138e-4
4,jams,3.1291079364200144e-5
1,jackfruit,1.4830774163597928e-5
2,jackfruit,1.0789571110342079e-5
3,jackfruit,5.934494923158531e-6
4,jackfruit,1.8390209504087762e-5
1,yellow,2.3340212319500927e-4
2,yellow,6.237961364032895e-5
3,yellow,8.840048604285076e-5
4,yellow,6.50995508240974e-5
1,brussels,1.678629168068795e-4
2,brussels,1.023218416369685e-4
3,brussels,1.1172892176333933e-4
4,brussels,1.559727977042578e-4
1,pepperoni,3.844345454061861e-5
2,pepperoni,3.616622925489198e-5
3,pepperoni,1.166202074734272e-5
4,pepperoni,6.774612001142583e-5
1,preserves,7.07429015981502e-5
2,preserves,5.004939099860917e-5
3,preserves,3.621161591461635e-5
4,preserves,1.3581504180559507e-5
1,berry,1.1363449519235651e-5
2,berry,7.550322275139623e-5
3,berry,1.5420861702020538e-4
4,berry,1.7732774780613865e-4
1,cone,6.046757198971545e-6
2,cone,2.1051198984973565e-6
3,cone,5.228155369217852e-5
4,cone,1.134933766160817e-5
1,cabbage,1.4378664425390556e-4
2,cabbage,2.074341184998463e-4
3,cabbage,7.488911779509863e-5
4,cabbage,4.120642250327524e-7
1,beets,3.4991963844956825e-7
2,beets,1.4368353279542334e-4
3,beets,9.281152206878102e-5
4,beets,6.291542841764284e-5
1,maraschino,1.9738222987351914e-6
2,maraschino,3.760425140262702e-6
3,maraschino,7.679593397837326e-6
4,maraschino,6.358136341087221e-6
1,sweetener,4.7223536471741876e-7
2,sweetener,2.3021331927998686e-5
3,sweetener,2.0839506508371403e-5
4,sweetener,1.8116562426242735e-5
1,salami,3.878283413873762e-5
2,salami,3.139236192545737e-5
3,salami,5.1295684702992284e-5
4,salami,3.7711699635478456e-5
1,pigeon,3.4297002540794866e-5
2,pigeon,1.3982351779732087e-6
3,pigeon,7.3323009012409765e-6
4,pigeon,3.083094037273815e-5
1,hazelnut,3.277114976262262e-5
2,hazelnut,4.89993427431924e-5
3,hazelnut,8.48441170578371e-5
4,hazelnut,1.232393104391519e-5
1,molasses,2.110720326925788e-5
2,molasses,1.9185902473050633e-5
3,molasses,1.581072066982203e-5
4,molasses,9.435804889089e-6
1,leche,5.3194242154134295e-5
2,leche,1.4709991338861367e-5
3,leche,3.915358519533793e-5
4,leche,1.2396558272958225e-4
1,prepared,7.246360680397934e-4
2,prepared,6.914449919263091e-4
3,prepared,7.555322754430374e-4
4,prepared,1.4498793480968803e-4
1,ground,2.156579898412488e-4
2,ground,1.5813312618001845e-4
3,ground,1.1310265416487088e-4
4,ground,1.30022393490731e-4
1,cocoa,4.496420266548285e-6
2,cocoa,2.6430146075712367e-5
3,cocoa,5.089726679769188e-5
4,cocoa,6.180793828585571e-5
1,quinoa,8.520288843279787e-5
2,quinoa,1.340974799286653e-4
3,quinoa,5.612334328903734e-5
4,quinoa,1.2938611512945919e-4
1,flavored,1.8819139927152463e-4
2,flavored,2.286359820024336e-4
3,flavored,6.928698350095219e-5
4,flavored,1.3504809418879858e-4
1,miso,1.1550227988166616e-5
2,miso,4.918984111750935e-5
3,miso,9.365850979945452e-6
4,miso,2.2525321961735876e-5
1,baking,1.2140270648572988e-4
2,baking,2.0380615590298196e-5
3,baking,3.208617781002347e-5
4,baking,7.946819733052302e-7
1,hen,7.741065064792144e-7
2,hen,3.5017038412194575e-5
3,hen,6.78090426574806e-6
4,hen,5.529370997517176e-5
1,powder,3.831323493535107e-5
2,powder,4.924026070269273e-5
3,powder,5.008796761981036e-5
4,powder,1.5290358759350143e-5
1,palm,6.2102246139917e-5
2,palm,7.044532725774273e-6
3,palm,1.7625971647050553e-5
4,palm,2.5547551363246466e-5
1,peaches,4.6841839876411813e-5
2,peaches,1.2583315219558126e-5
3,peaches,4.10284609411746e-5
4,peaches,9.787274364430119e-6
1,quarters,2.9451586708646147e-5
2,quarters,2.487575082489431e-5
3,quarters,7.383752960744485e-5
4,quarters,3.205497204707856e-5
1,carne,1.0667125950074711e-4
2,carne,4.3397611071675185e-5
3,carne,9.18258625868082e-5
4,carne,6.809979819029474e-5
1,papaya,1.20266151620837e-5
2,papaya,5.406174865380655e-6
3,papaya,5.164501330687814e-6
4,papaya,3.4051549253775682e-06
1,liver,9.06742034314629e-5
2,liver,2.080914183871446e-6
3,liver,7.393395472371421e-5
4,liver,4.548324835765907e-5
1,strudel,3.866377522100227e-6
2,strudel,1.0003493573480165e-5
3,strudel,1.6492843588105045e-5
4,strudel,1.0220805732960663e-5
1,cotija,1.313654065605086e-5
2,cotija,1.761213716354295e-5
3,cotija,2.266069584909247e-5
4,cotija,7.973680421357375e-6
1,flowers,2.764543173063291e-5
2,flowers,4.882705506312026e-5
3,flowers,6.230538306581028e-5
4,flowers,7.976526371587915e-5
1,rosemary,3.732212436845838e-5
2,rosemary,1.3903318047674753e-4
3,rosemary,4.1089937508802604e-5
4,rosemary,1.1562186478390929e-4
1,cilantro,1.1368997890674505e-5
2,cilantro,2.32931547316889e-5
3,cilantro,8.005484654286162e-5
4,cilantro,4.5685493638801923e-4
1,tamarind,1.384062513846392e-5
2,tamarind,1.389188380332481e-5
3,tamarind,2.1041655311646273e-6
4,tamarind,1.1782963350795045e-5
1,arugula,1.0675177363193481e-4
2,arugula,1.762775026717586e-4
3,arugula,2.44609667023399e-5
4,arugula,2.774484334801264e-4
1,twists,1.6188382212172764e-5
2,twists,5.900799765715476e-6
3,twists,4.100370901210796e-5
4,twists,1.2846324807016326e-5
1,product,1.369552961524453e-4
2,product,8.27135702478422e-5
3,product,6.263837712960447e-5
4,product,1.8801201214633633e-4
1,phyllo,1.7104563290060793e-5
2,phyllo,1.2517947662531153e-5
3,phyllo,1.3613440040539919e-5
4,phyllo,1.5026500520692763e-5
1,popcorn,6.619145322444588e-5
2,popcorn,7.257382694810764e-5
3,popcorn,1.5930597600247196e-5
4,popcorn,1.0707257816567895e-5
1,bits,1.2828900300159446e-4
2,bits,2.7004137847077585e-5
3,bits,1.4973177149529965e-4
4,bits,1.0691942725579114e-4
1,mountain,7.190553824880095e-5
2,mountain,2.9898516924738255e-5
3,mountain,3.237666650238391e-5
4,mountain,5.7238685197442286e-5
1,carrots,5.9365357110117585e-5
2,carrots,1.4155399024557813e-4
3,carrots,8.624321324543629e-5
4,carrots,1.8222555874961239e-4
1,potsticker,4.403960163339644e-6
2,potsticker,4.4160869844229073e-7
3,potsticker,1.093349794374307e-6
4,potsticker,2.990914033480185e-7
1,crackers,6.853570858470206e-5
2,crackers,4.100573989383563e-5
3,crackers,7.192291958302825e-5
4,crackers,8.874739739125642e-6
1,candied,7.867912345729081e-5
2,candied,4.7365014005441566e-5
3,candied,8.86403927762729e-5
4,candied,5.3714232308202034e-5
1,hearts,1.9505932283437692e-5
2,hearts,1.0521872754081463e-4
3,hearts,4.7399897762099434e-5
4,hearts,1.4153595776656059e-5
1,vermicelli,9.474504903161761e-6
2,vermicelli,8.097973960184076e-6
3,vermicelli,4.2970110360859174e-6
4,vermicelli,2.0554845464854626e-6
1,substitute,1.4738634819532107e-4
2,substitute,9.835308513486483e-5
3,substitute,4.378107733801631e-5
4,substitute,4.3339394037857335e-5
1,grape,2.0162847083047357e-5
2,grape,5.763618728576941e-7
3,grape,1.0353332802190097e-4
4,grape,4.01057843454483e-5
1,leaves,3.290274666744949e-5
2,leaves,8.503897128479108e-5
3,leaves,2.149435711664244e-4
4,leaves,1.1352337663725818e-4
1,crumbs,2.816870387147275e-5
2,crumbs,1.177180277516831e-5
3,crumbs,6.726998646690809e-5
4,crumbs,7.593172825484967e-5
1,parfait,4.5200062990843127e-5
2,parfait,2.938501363437371e-5
3,parfait,2.479116319881113e-5
4,parfait,2.8583064126989953e-5
1,trout,2.135373046989015e-5
2,trout,6.610157616773502e-5
3,trout,1.4045099853853023e-4
4,trout,2.388276820135875e-5
1,nuts,1.9420233052807416e-4
2,nuts,1.7335360670001323e-4
3,nuts,1.0276143885037294e-4
4,nuts,8.623388334343561e-7
1,kielbasa,9.057826653560655e-6
2,kielbasa,3.3111653432096588e-6
3,kielbasa,8.970677314064812e-6
4,kielbasa,1.6119663559949632e-5
1,oats,1.1215886093061686e-5
2,oats,2.3603375063763712e-5
3,oats,1.4918011201853415e-5
4,oats,1.6862787536315355e-5
1,sticks,8.408958515615884e-5
2,sticks,1.0583768855158993e-4
3,sticks,1.9373465243215497e-5
4,sticks,9.350896258938963e-5
1,grapefruit,1.288398342448477e-4
2,grapefruit,9.091006602347793e-5
3,grapefruit,5.752919746921194e-5
4,grapefruit,1.4992884199103856e-5
1,peas,1.1365930466476778e-5
2,peas,7.260878174108135e-5
3,peas,9.832894613829756e-5
4,peas,6.121778641807391e-5
1,seasoning,3.988491339262366e-4
2,seasoning,1.5695894653815318e-4
3,seasoning,1.468623201874064e-4
4,seasoning,1.7626428125697122e-4
1,willow,1.2750640540161857e-5
2,willow,2.3488310381702832e-5
3,willow,2.299935775751448e-5
4,willow,6.083393011814197e-8
1,replacement,1.8177011734052602e-5
2,replacement,1.7333704098881282e-5
3,replacement,5.9453196532310474e-5
4,replacement,2.9890591671433016e-5
1,legs,3.2168491541713874e-5
2,legs,1.1613536495934725e-4
3,legs,9.379112201225395e-5
4,legs,5.543573451666982e-6
1,pea,9.394253183851297e-5
2,pea,1.9381734796081636e-5
3,pea,3.760100158945085e-5
4,pea,5.0432852969153475e-6
1,mouse,2.5475170644402708e-5
2,mouse,4.323584039353061e-5
3,mouse,1.4246096392208194e-6
4,mouse,2.6643819178773828e-5
1,rhubarb,3.0131728251590257e-5
2,rhubarb,1.9745517927763006e-5
3,rhubarb,3.0183731994190358e-5
4,rhubarb,4.189201148485747e-6
1,beverages,1.3538616614358653e-4
2,beverages,1.9242153639846167e-4
3,beverages,1.8302502761509667e-4
4,beverages,5.304857415318944e-5
1,ear,1.6644255515938955e-5
2,ear,6.925243992004471e-5
3,ear,4.181480050086768e-6
4,ear,2.3369461448131905e-5
1,turnips,1.172820175979303e-5
2,turnips,5.259893418383174e-6
3,turnips,7.543883688949498e-6
4,turnips,4.272159109871884e-7
1,shells,3.535339229529096e-5
2,shells,4.022283941176386e-5
3,shells,3.8400841741422635e-5
4,shells,3.168637348821257e-5
1,artichokes,7.065054083266191e-6
2,artichokes,2.4324095982032475e-5
3,artichokes,4.246100938254138e-5
4,artichokes,2.9174600273851617e-5
1,elk,1.5786659095957644e-6
2,elk,1.857154509676572e-5
3,elk,6.889863415857367e-6
4,elk,6.2665569284087644e-6
1,croutons,4.1592831623191735e-5
2,croutons,2.6366959673514777e-5
3,croutons,8.746423320593845e-5
4,croutons,1.4128877099633997e-5
1,radish,4.2768988296782934e-5
2,radish,1.4394109235082605e-5
3,radish,2.2561962462897456e-5
4,radish,3.366709828381622e-5
1,raisins,3.70338981042368e-5
2,raisins,3.864197453525112e-5
3,raisins,3.8004760570007674e-5
4,raisins,3.3021713717463345e-5
1,fennel,5.682674916887591e-5
2,fennel,5.221264867422721e-5
3,fennel,6.195485296150958e-5
4,fennel,7.920791502598474e-6
1,watermelon,1.867716532079756e-5
2,watermelon,6.575861142684228e-5
3,watermelon,5.626969920170601e-5
4,watermelon,1.861546120649943e-4
1,coffeecake,1.4795831051359365e-6
2,coffeecake,1.191110342126969e-6
3,coffeecake,3.909658319890748e-6
4,coffeecake,7.014809351652664e-7
1,vinegar,5.781944249245355e-5
2,vinegar,1.8632409160192507e-5
3,vinegar,1.4695187199252675e-4
4,vinegar,8.559307025448588e-5
1,blackberry,2.9793363656725437e-5
2,blackberry,9.270316585418841e-5
3,blackberry,3.538629727126375e-5
4,blackberry,8.982968258257074e-5
1,energy,1.3642293816783812e-4
2,energy,1.9460291053309556e-5
3,energy,1.2140126218196616e-4
4,energy,9.302349014006613e-5
1,zealand,4.971912551500708e-6
2,zealand,2.8696828736164395e-6
3,zealand,3.6652693737438788e-6
4,zealand,3.057176115658069e-6
1,yam,3.6834610638889686e-6
2,yam,5.3526865319059635e-6
3,yam,1.3065346930911677e-5
4,yam,9.115461631596208e-6
1,prickly,1.2057505885531872e-5
2,prickly,1.242185449110001e-5
3,prickly,1.414250446195229e-5
4,prickly,2.2773912008743923e-5
1,taro,6.833112281063143e-6
2,taro,1.0468817597306415e-5
3,taro,4.839290606497431e-6
4,taro,4.911653032000307e-6
1,goose,4.514158973492222e-6
2,goose,3.509123448098435e-5
3,goose,4.166483179744554e-5
4,goose,1.972203105953552e-6
1,chard,4.2339082827238096e-6
2,chard,3.8832458095853145e-5
3,chard,2.9414577158247595e-6
4,chard,1.5407866935045456e-5
1,tortellini,2.85115827253494e-6
2,tortellini,7.975982424584237e-6
3,tortellini,8.067625683204004e-6
4,tortellini,1.7535065075411786e-5
1,toaster,2.1655631003207102e-5
2,toaster,3.3600583443724674e-6
3,toaster,3.355043343456326e-5
4,toaster,3.8338827908821826e-6
1,turnip,2.008347821479428e-5
2,turnip,3.425752591178739e-5
3,turnip,1.8809941379275265e-5
4,turnip,1.3209697788469682e-5
1,cherries,1.1148087931699759e-5
2,cherries,2.874718250376909e-5
3,cherries,4.532907046442942e-5
4,cherries,1.674676419566522e-5
1,applesauce,1.7300832783088248e-5
2,applesauce,6.863241270298866e-6
3,applesauce,9.227287664810844e-6
4,applesauce,2.2794360357847805e-5
1,yeast,2.5489179382464187e-5
2,yeast,3.5338409747650644e-5
3,yeast,1.4710552357177727e-5
4,yeast,1.9146589091423394e-5
1,barley,1.0027225793147873e-5
2,barley,1.532750739155484e-5
3,barley,7.90724243340179e-6
4,barley,2.5019684172324133e-5
1,refried,7.683857749065024e-6
2,refried,5.141423813451494e-5
3,refried,4.7692895490514034e-5
4,refried,7.640122674641165e-5
1,vegetable,5.345103974598349e-5
2,vegetable,3.6026370829504804e-4
3,vegetable,1.0550143076858188e-4
4,vegetable,3.1324438510264647e-5
1,puffs,1.6614361491391356e-5
2,puffs,2.1004786889034683e-5
3,puffs,3.066359092424988e-5
4,puffs,1.3910423712566524e-5
1,tostada,2.8349991570462287e-5
2,tostada,2.2657223176419406e-5
3,tostada,2.2701527067411412e-5
4,tostada,3.970920550180107e-5
1,products,2.979041959054475e-4
2,products,2.3312410740304896e-5
3,products,1.864508861667943e-5
4,products,4.169347107881775e-5
1,collards,5.751987910249239e-6
2,collards,1.1374170310598915e-5
3,collards,1.432894735935246e-5
4,collards,1.4333272900377487e-5
1,spices,2.591822798173715e-4
2,spices,5.4867949146094695e-6
3,spices,1.6375867237023738e-4
4,spices,2.5945254742777057e-5
1,couscous,5.9744869142519575e-6
2,couscous,2.1113533519237628e-5
3,couscous,2.357447485333433e-5
4,couscous,1.3856603226091568e-5
1,wrappers,2.3494892502170313e-6
2,wrappers,5.8995771176525e-6
3,wrappers,6.2131965965999424e-6
4,wrappers,1.033298920061843e-7
1,buckwheat,1.898223763326653e-5
2,buckwheat,6.297827068374402e-6
3,buckwheat,4.2729308062105065e-5
4,buckwheat,5.839753853766488e-6
1,apples,1.448031869408784e-4
2,apples,4.691646064033001e-6
3,apples,1.1671325862203976e-4
4,apples,1.5511751966625233e-4
1,flour,6.204086893034682e-5
2,flour,2.771662028326722e-5
3,flour,1.2836959212569576e-4
4,flour,1.3982103634844345e-4
1,bitter,2.712122342642478e-4
2,bitter,3.2126071028534417e-6
3,bitter,1.569360498283396e-4
4,bitter,7.376634392856847e-6
1,topping,1.745544269307146e-4
2,topping,2.9727236995474462e-5
3,topping,2.125907109560281e-4
4,topping,3.240067155863411e-5
1,celeriac,6.239904907269899e-6
2,celeriac,3.262836235924693e-6
3,celeriac,2.786953221584487e-6
4,celeriac,1.2313688066505299e-6
1,brand,1.8269761028906215e-4
2,brand,1.3534417759924984e-4
3,brand,2.778948660148087e-5
4,brand,9.942909785893024e-5
1,roots,3.42441771176338e-5
2,roots,1.844192411337497e-5
3,roots,1.2494412128838217e-5
4,roots,4.927934713951664e-5
1,seeds,6.806088218233877e-5
2,seeds,1.0204606017656544e-5
3,seeds,1.2106904917726426e-4
4,seeds,8.67632155793182e-5
1,relish,1.3607906526991394e-5
2,relish,8.27588228341312e-5
3,relish,5.696564924356011e-8
4,relish,3.577434046337969e-5
1,wonton,8.168414774433934e-6
2,wonton,3.676325192155833e-6
3,wonton,1.3058882713783042e-5
4,wonton,3.3379437118011966e-5
1,franks,3.7159391374434567e-6
2,franks,3.1419979742454077e-6
3,franks,3.99640778129874e-6
4,franks,6.835697346735122e-6
1,grapes,5.031648455591642e-5
2,grapes,1.661785047491166e-5
3,grapes,3.847148225163988e-6
4,grapes,8.322696500474696e-5
1,grass,6.399799387189368e-5
2,grass,3.357506456307676e-5
3,grass,1.2566130297664151e-5
4,grass,6.15307986730374e-5
1,limes,4.7672988146288925e-6
2,limes,2.002139619992563e-5
3,limes,9.565440143056498e-6
4,limes,1.2480172321595623e-5
1,pulp,1.8746613855528427e-5
2,pulp,1.2891422463873951e-5
3,pulp,1.380276906572395e-5
4,pulp,4.487528454724001e-6
1,durian,2.8592671669805347e-6
2,durian,3.1738749733994315e-6
3,durian,3.1896531459031725e-6
4,durian,1.3919367569866142e-7
1,peel,1.6091404429037906e-5
2,peel,5.314614145027899e-5
3,peel,7.302023403503573e-6
4,peel,3.066240146855481e-5
1,nutritional,2.7783041931426533e-5
2,nutritional,2.6228311099913053e-6
3,nutritional,2.0628771716100002e-5
4,nutritional,9.284778612277321e-6
1,figs,4.706970197540051e-5
2,figs,3.4700014582670583e-6
3,figs,3.737986705983199e-5
4,figs,8.790151143837636e-6
1,gum,7.64515252137891e-6
2,gum,1.8502085265276214e-5
3,gum,5.535741732271863e-6
4,gum,1.202646863848887e-5
1,lima,1.0105295641307668e-5
2,lima,4.026440807935611e-6
3,lima,5.63243843080574e-6
4,lima,3.1179538368935815e-6
1,sauerkraut,5.627260815246248e-5
2,sauerkraut,1.3210124991654106e-5
3,sauerkraut,2.062930124780524e-5
4,sauerkraut,1.4925468111001297e-5
1,chickpea,4.0390319033720575e-5
2,chickpea,4.208800530611954e-5
3,chickpea,1.4367858599046436e-5
4,chickpea,8.221035094125414e-6
1,seaweed,4.672588697189201e-6
2,seaweed,1.6048495067717242e-5
3,seaweed,1.6694213133970714e-5
4,seaweed,1.9825901705978603e-5
1,dandelion,8.24395831875038e-6
2,dandelion,1.653060750069319e-6
3,dandelion,7.068124140041121e-6
4,dandelion,5.919762929508234e-6
1,snacks,6.205493047335986e-5
2,snacks,1.3120097023050717e-4
3,snacks,1.0074984653927495e-5
4,snacks,1.453430888069732e-4
1,mortadella,1.0748918221753424e-5
2,mortadella,1.4020046796830188e-5
3,mortadella,6.335468616745872e-6
4,mortadella,4.268745128705768e-6
1,lemons,2.9501291262261916e-7
2,lemons,1.586745209501952e-5
3,lemons,3.020855032994861e-5
4,lemons,1.5029605061131992e-5
1,patties,7.628310963385701e-5
2,patties,2.3690891728319117e-5
3,patties,7.85851672070447e-5
4,patties,1.4609324229417794e-4
1,raspberries,6.842293106291913e-6
2,raspberries,8.389133433855259e-6
3,raspberries,4.0834083913600666e-5
4,raspberries,2.9263422651891886e-5
1,chicory,1.7742872471589655e-5
2,chicory,1.2414167830098816e-5
3,chicory,2.983197058421759e-5
4,chicory,3.374565905848395e-7
1,luncheon,1.3563646265390887e-5
2,luncheon,1.649648758683762e-5
3,luncheon,1.8078109019713913e-5
4,luncheon,7.001265157790803e-6
1,bologna,3.2266465265281472e-6
2,bologna,4.638746066156199e-6
3,bologna,1.2269060721487358e-5
4,bologna,1.0043130801865579e-5
1,carob,9.649189249610238e-7
2,carob,1.4001019528928305e-7
3,carob,1.1002009898218208e-6
4,carob,1.9570525728139565e-6
1,pomegranate,3.45729564420158e-5
2,pomegranate,1.1287256810900147e-5
3,pomegranate,7.813157663037099e-5
4,pomegranate,5.912635325737567e-5
1,cranberries,5.9012820026316514e-5
2,cranberries,2.9123648043566183e-6
3,cranberries,3.430823397359078e-5
4,cranberries,1.1910903269277317e-5
1,thigh,1.1152295944852947e-5
2,thigh,4.469849307587595e-6
3,thigh,3.481315738070339e-5
4,thigh,3.905804367031992e-5
1,lean,7.349689044710123e-5
2,lean,6.128145206884579e-5
3,lean,3.9335493316081834e-5
4,lean,1.207951279576206e-5
1,puree,3.236941099494612e-5
2,puree,4.044703894730639e-5
3,puree,1.0031051634684956e-4
4,puree,1.93353801618706e-5
1,bran,4.275668353562503e-6
2,bran,4.670866356242214e-6
3,bran,4.2091073557656125e-6
4,bran,6.615290801319073e-6
1,snack,2.4176394530003802e-4
2,snack,5.4071294327427764e-5
3,snack,2.6259706273263337e-4
4,snack,3.1113966899735146e-6
1,tamari,3.9414817057756004e-6
2,tamari,4.3794507829928596e-6
3,tamari,1.3584914783168223e-6
4,tamari,2.806040088742275e-6
1,watercress,2.8935424549742246e-6
2,watercress,5.44389805388844e-6
3,watercress,4.9599071179244645e-6
4,watercress,8.557918490254792e-6
1,lentils,5.785511264220499e-6
2,lentils,5.37773464957438e-6
3,lentils,3.090480469590375e-5
4,lentils,4.22331381488564e-5
1,tennis,4.6602832584824904e-6
2,tennis,5.09570421524517e-6
3,tennis,5.3285056385931215e-6
4,tennis,7.808335492395037e-6
1,nectar,1.945516854133836e-5
2,nectar,1.3498335121517534e-5
3,nectar,8.826041796072457e-6
4,nectar,1.0235217664267637e-5
1,venison,2.9194084106492526e-6
2,venison,1.0348291634992912e-5
3,venison,7.025706377948059e-6
4,venison,1.613674065626252e-5
1,hibiscus,4.977818477152926e-5
2,hibiscus,1.8383228401878233e-6
3,hibiscus,1.9356021647232074e-5
4,hibiscus,8.049186246723253e-6
1,peppered,1.6280287202926507e-5
2,peppered,3.8474840207004345e-5
3,peppered,1.0564408826087978e-5
4,peppered,5.436369122188293e-6
1,deer,4.560083266125272e-6
2,deer,1.7249577908371562e-5
3,deer,9.607295915176743e-6
4,deer,6.046579819593168e-6
1,thyme,1.7984528606693183e-5
2,thyme,9.880398467906656e-6
3,thyme,3.213764600755619e-5
4,thyme,2.4272105898567466e-5
1,leeks,3.58196007689319e-5
